salinity,temperature,humidity,time_of_day,moisture_below_60
1.01,35.2,53,14.37,1
1.7,35.1,53,17.17,1
1.41,34.2,60,18.77,1
1.27,32.3,63,20.33,1
1.97,31,71,22.37,1
1.45,27.1,89,3.08,1
0.45,30.1,75,8.2,1
1.39,32.4,67,9.98,1
1.52,35.3,44,16.28,1
1.18,34.1,47,17.3,1
0.57,31.2,66,21.7,1
1.14,30.3,70,23.92,1
0.84,28,84,4.1,1
0.9,28.1,84,8.23,1
1.87,34.2,56,11.53,1
1.85,32.3,67,10.12,1
0.87,35.1,56,12.4,1
0.69,35.2,56,12.75,1
1.62,35.1,56,12.82,1
1.52,30.3,66,5.93,1
6.23,31.3,63,23.07,0
8.55,30.2,70,0.93,0
7.86,30,66,4.32,0
1.75,25.3,87,6.1,1
1.5,34.2,50,17.97,1
0.88,30,66,22.67,1
1.36,29.3,66,1.28,1
0.82,29.4,66,4.8,1
1.41,35,50,12.72,1
1.04,35.3,56,15.35,1
1.5,35.2,56,16.07,1
1.78,32,59,19.37,1
1.84,26,85,23.5,1
0.61,30.4,66,2.62,1
1.64,30.4,66,2.72,1
0.75,30.4,66,2.75,1
0.88,30.1,66,3.3,1
1.96,29.2,66,5.37,1
1.19,29,66,5.62,1
0.56,34.1,56,11.35,1
1.95,35.4,50,13.9,1
0.82,35.1,50,14.12,1
0.56,35.1,53,15.03,1
1.77,31.3,71,22.6,1
1.94,32.9,49,11.05,1
1.72,35.3,47,16.38,1
1.08,35.3,47,17.12,1
1.04,34.1,47,17.45,1
3.24,31.1,63,21.07,0
1.45,28.4,79,21.97,1
1.36,28,79,22.28,1
0.97,28.3,79,22.85,1
1.91,29.1,70,0.03,1
0.87,29.3,75,1.28,1
1.39,28.4,84,3.78,1
1.89,28.4,84,4.28,1
0.79,33.4,63,10.67,1
1.5,34.1,63,13.3,1
1.47,33.2,63,10.5,1
1.42,34.4,60,11.52,1
1.43,34.4,60,12.25,1
1.37,35.1,56,12.27,1
1.43,29.2,79,16.18,1
0.68,30.2,79,21.4,1
4.65,31.3,63,21.7,0
3.96,30.1,66,23.78,0
2.68,29.1,75,5.27,0
8.62,29.2,75,6.83,0
6.1,28.2,72,8.83,0
0.59,29.1,66,2.47,1
0.6,29.1,66,3.05,1
0.96,29.2,66,6.12,1
1.06,31.2,66,8.8,1
1.78,28.7,69,9,1
0.61,33.3,59,10.72,1
1.85,34,56,11.57,1
0.67,35.2,56,15.93,1
0.54,34.2,53,16.53,1
1.15,31.4,63,21.25,1
0.42,31.1,63,21.38,1
1.03,30,66,2.33,1
1.15,30.4,66,2.55,1
1.26,30.4,66,2.57,1
1.57,30.1,66,3.55,1
1.16,29.1,66,6.2,1
0.94,31.2,63,7.52,1
0.44,31.4,63,7.62,1
1.05,34.1,56,11.4,1
1.77,35,53,16.17,1
1.63,34.1,60,17.68,1
1.64,31.4,66,21.73,1
1.91,31.2,66,22.12,1
0.6,31,71,22.35,1
1.84,31,71,22.38,1
1.28,28.1,84,3.85,1
1.96,29.1,79,6.87,1
0.57,30.1,75,8.52,1
0.63,34.1,47,17.4,1
7.42,31.2,63,20.5,0
3.72,31.1,63,20.67,0
0.99,30.1,66,23.65,1
1.46,32.5,52,13.58,1
0.46,30.1,70,20.23,1
0.46,28,79,22.22,1
0.44,28.2,79,22.58,1
1.46,28.3,79,22.87,1
1.03,29.3,75,0.53,1
0.58,29.2,75,1.47,1
0.47,28.3,84,4.92,1
1.56,28.2,84,6.23,1
1.71,28.1,84,6.9,1
1.8,28.3,84,7.55,1
0.44,33,63,10.9,1
1.55,34.4,63,13.72,1
0.62,32.1,67,9.93,1
1.39,34.4,60,12.1,1
1.36,29.2,79,16.1,1
0.94,34.3,60,10.48,1
1.99,34.4,60,11.17,1
0.64,29.1,84,1.85,1
0.51,33.4,56,10.22,1
1.47,31.2,71,17.93,1
1.16,31.1,75,19.33,1
1.03,30,79,20.7,1
1.83,30,79,21.05,1
1.9,30.2,79,22.12,1
4.83,33.4,59,9.73,0
3.64,35.1,50,16.13,0
1.73,29.1,66,2.53,1
0.98,31.2,66,8.45,1
0.85,30.4,61,9.07,1
1.43,30.4,61,9.88,1
1.8,33,59,10,1
0.6,34.1,56,11.52,1
1.63,35.1,50,15.15,1
0.81,35.2,56,16.17,1
1.7,34.1,53,16.32,1
1.1,33.3,59,19.05,1
0.8,31.1,63,21.02,1
0.58,30.1,70,1.55,1
1.41,29.2,66,5.4,1
1.5,33,59,9.92,1
0.6,33.2,59,11.12,1
1.22,33.2,59,11.23,1
1.74,28.5,72,18.8,1
1.84,32.2,63,20.18,1
0.44,31.3,71,22.57,1
1.6,28,84,5.42,1
0.64,29.1,79,6.85,1
1.25,29,67,8.57,1
0.83,30.1,75,8.6,1
1.83,32.3,67,9.35,1
1.89,35.3,47,16.42,1
1.66,35.3,47,16.43,1
0.64,34.1,47,18.18,1
0.63,32.4,63,20.22,1
0.65,31.1,66,21.15,1
1.29,31.1,66,21.47,1
7.04,31.2,63,20.53,0
1.28,35.2,53,15.17,1
1.37,29.1,70,23.78,1
0.56,28,79,1.97,1
0.69,30.3,75,10.18,1
1.85,29,79,15.8,1
1.29,34.3,63,11.95,1
0.52,31.3,75,20.03,1
1.6,30,66,4.52,1
8.44,29.2,75,5.9,0
1.23,29.1,66,2.75,1
1.83,29.1,66,3.03,1
1.28,29.1,66,3.25,1
0.58,29.1,66,5.72,1
1.83,31.2,66,8.28,1
1.02,30.3,66,0.55,1
0.62,30.1,66,1.12,1
1.1,30.1,70,1.4,1
0.71,30.4,66,2.6,1
1.11,30,66,3.82,1
1.84,30,66,3.98,1
1.22,30,66,4,1
0.7,33.2,59,9.37,1
1.44,35.2,53,14.58,1
1.39,34.3,60,18.5,1
1.9,32.1,63,20,1
0.92,32.2,63,20.13,1
1.46,28.1,84,3.3,1
1.58,28.1,79,4.33,1
1.14,28.1,84,6.22,1
1.38,30.2,75,7.52,1
0.57,30.7,58,9.25,1
0.49,32.3,67,10.08,1
0.52,33.2,63,10.97,1
1.48,34.1,60,11.98,1
1.59,34.2,60,12.28,1
0.44,35.3,47,16.45,1
1.23,35.4,47,16.68,1
0.64,33.3,59,18.3,1
0.56,31.1,66,20.57,1
1.17,31.1,66,20.65,1
1.26,31.2,66,21.67,1
1.64,30.2,70,23.55,1
8.89,31.1,63,21.17,0
1.15,30.1,66,23.88,1
5.9,33.2,63,12.22,0
0.49,29.2,70,23.52,1
1.58,28.2,79,1.75,1
1.62,29.1,75,2.37,1
1.49,28.1,84,5.4,1
0.8,28.1,84,6.73,1
1.93,28.3,84,7.32,1
1.47,34.1,63,13.45,1
1.98,33.3,67,14.47,1
0.8,27.2,94,22.78,1
1.24,32.3,67,10.1,1
1.23,33,63,10.28,1
0.79,34.1,60,11.6,1
1.56,35.2,56,13.25,1
1.11,35.4,56,13.93,1
1.82,29.2,79,15.75,1
1.31,29.3,79,18.78,1
0.63,29.3,79,18.82,1
1.45,29.3,79,19,1
1.35,34.1,60,10.8,1
1.46,34.4,60,11.05,1
0.71,30.2,66,5.55,1
0.64,31.1,75,19.38,1
5.35,31.3,63,23.2,0
6.56,30.1,66,1.63,0
7.28,30.3,66,4.68,0
8.7,30.3,70,8.13,0
1.05,29.1,66,3.1,1
1.02,29.3,66,6.35,1
1.86,35.4,50,12.52,1
1.42,33.3,59,18.97,1
1.02,26.4,83,21.75,1
0.89,31.2,63,23.78,1
1.8,34.3,56,12.97,1
1.18,35.4,50,13.67,1
0.5,35.1,53,15.5,1
1.42,34.4,60,17.4,1
1.82,28.1,84,6.02,1
0.45,29.1,79,6.45,1
1.25,35,50,15.15,1
0.43,34.2,47,17.68,1
1.76,31,66,20.87,1
0.91,31.2,66,21.9,1
0.41,34.1,50,17.67,1
1.03,34,50,17.78,1
3.3,31.1,63,21.13,0
1.64,32.5,52,13.57,1
0.65,36.1,47,15.3,1
1.77,30.2,70,19.48,1
1.05,29.3,75,0.6,1
1.97,29.3,75,1.22,1
1.78,28.3,84,3.48,1
1.27,28.3,84,5.02,1
0.81,28,72,8.78,1
1.47,30,63,9.08,1
0.64,30.3,75,10.27,1
1.95,30.3,75,10.43,1
1.54,34.4,56,11.93,1
1.04,33,63,10.77,1
1.82,30.3,70,19.53,1
1.64,29.2,75,14.88,1
1.9,30.2,79,22.22,1
5.39,30.1,66,3.07,0
5.68,29.3,75,6.32,0
8.18,30.3,70,8.73,0
4.05,30,62,9.13,0
0.82,35.1,50,15.57,1
0.55,34.2,50,17.45,1
3.99,33.3,53,19.07,0
4.23,32,59,19.62,0
1.09,31.3,66,7.95,1
1.05,34.3,56,11.93,1
1.66,34.3,56,17.98,1
0.74,26.2,84,22.83,1
1.09,30.1,66,3.37,1
1.5,29.3,70,4.72,1
1.8,32.1,63,19.93,1
0.81,27.4,89,2.6,1
0.81,28.2,79,5.27,1
0.58,30.4,75,7.7,1
1.85,32.4,67,9.95,1
1.38,34.4,60,11.43,1
1.57,34.4,60,11.68,1
1.51,35.4,47,16.73,1
1.84,33.3,59,18.45,1
0.65,33,59,18.58,1
0.55,32.4,63,19.95,1
0.45,31.1,63,22.5,1
1.88,34.1,50,17.7,1
0.89,30.1,70,20.08,1
0.99,28,79,22.32,1
1.15,29.2,75,1.35,1
0.62,28.2,84,5.07,1
1.95,28.1,84,5.33,1
1.03,28.1,84,6.92,1
1.25,30,63,9.17,1
1.44,30.3,75,10.33,1
1.49,34.2,63,13.88,1
1.15,32.3,67,10.1,1
1.06,33.2,63,10.7,1
1.94,34.2,60,11.78,1
1.86,34.4,60,12.15,1
1.61,34.3,60,10.58,1
1.69,34.3,60,10.63,1
0.81,31.1,71,17.38,1
1.12,31,63,22.98,1
5.2,33.1,59,9.38,0
1.99,34.4,56,12.23,1
1.67,29,66,1.92,1
1.84,29.3,66,6.33,1
0.74,35.1,50,14.93,1
1.38,34.1,53,16.47,1
1.33,34.2,53,16.72,1
1.65,31.2,63,22.97,1
0.72,31,63,23.25,1
0.57,30.1,66,1.15,1
0.58,29,70,6.8,1
1.89,31.4,63,8.67,1
0.58,35.2,53,14.43,1
0.87,34.4,60,17.37,1
0.87,32.3,63,21.23,1
1.12,31.3,71,23.28,1
1.94,27.1,84,2.05,1
1.54,28.1,84,3.42,1
1.94,28.1,79,4.5,1
1.03,29.1,79,6.33,1
1.5,29.1,79,6.58,1
1.36,29,67,8.92,1
0.96,34.4,60,11.35,1
1.09,34.1,60,12.85,1
1.42,34.3,53,13.32,1
1.41,35,50,15.05,1
0.74,27.1,78,19.07,1
0.79,32.4,63,20,1
1.82,31.2,66,21.85,1
0.75,30.3,70,0.07,1
0.68,34.4,50,17.35,1
0.92,35.4,53,14.33,1
0.85,35.4,53,14.43,1
1.86,35.2,53,14.53,1
0.48,35.3,53,14.85,1
1.73,35.1,53,12.4,1
1.42,30.1,70,20.18,1
1.5,29.1,70,23.85,1
0.66,29.2,75,0.37,1
0.75,29.3,75,0.62,1
0.45,29.2,75,1.42,1
1.49,28.1,84,6.65,1
0.91,28.3,84,7.57,1
0.8,30,63,9.45,1
0.88,30.3,75,9.65,1
0.48,32.2,71,12.45,1
0.41,28.1,89,23.93,1
1.21,27,94,4.92,1
1.68,27,94,5,1
0.56,34.4,63,11.58,1
1.42,33.2,53,20.03,1
0.6,30.2,79,20.43,1
6.32,30.1,66,23.7,0
6.11,30.2,70,0.97,0
3.51,30.1,66,2.5,0
3.31,29,75,7.15,0
7.43,33.4,59,9.77,0
2.71,33.3,59,9.83,0
1.5,35.1,50,15.6,1
0.67,33.1,53,18.42,1
0.46,30.3,66,23.88,1
1.68,29,66,0.83,1
1.35,29.3,66,1.3,1
1.63,29.1,66,5.62,1
0.44,29.4,66,6,1
0.5,31.2,66,8.6,1
1.83,35,50,12.62,1
1.5,32,59,19.48,1
0.44,31,63,23.23,1
1.75,30,66,3.8,1
1.98,31.4,63,8.42,1
0.84,35.2,53,14.53,1
1.58,35.1,53,15.08,1
0.95,32.3,63,21.2,1
1.82,31.3,71,23.23,1
0.99,28.4,84,4.2,1
1.6,29.1,79,6.5,1
0.98,29.1,79,7.2,1
1.64,30.2,75,7.3,1
1,31.4,63,23.05,1
4.55,31.2,63,20.4,0
3.69,31.1,63,20.85,0
3.34,31.1,63,21.73,0
1.88,30.2,66,0.25,1
0.63,32.3,63,13.55,1
1.79,36.2,50,13.52,1
0.99,36.2,50,13.68,1
1.57,36.2,50,14.12,1
0.76,28,79,22.2,1
1.03,28,79,22.27,1
1.11,28.3,79,22.83,1
1.57,29.3,70,0.28,1
1.07,29.3,75,0.58,1
1.19,29.3,75,1.1,1
1.49,28.2,79,1.77,1
1.33,28.3,84,5.62,1
1.64,28.3,84,7.37,1
0.46,34.2,56,11.78,1
0.73,34.1,60,11.62,1
1.9,34.3,63,12.07,1
1.91,29.1,75,14.67,1
0.61,32.4,71,19.27,1
0.86,31.1,75,19.68,1
0.97,30.4,79,21.78,1
1.61,30,79,22.37,1
6.88,30.1,66,1.68,0
3.75,30.3,66,4.63,0
1.31,33.4,56,18.6,1
1.53,30,66,22.53,1
1.06,29.1,66,3.22,1
0.86,29.4,66,4.33,1
1.15,35.2,56,15.9,1
0.71,29,66,5.63,1
0.47,29.1,66,6.03,1
1.6,29.1,66,6.05,1
1.36,33.2,59,10.87,1
0.44,34.4,56,12.13,1
0.94,34.3,56,12.85,1
0.49,35.4,53,16.88,1
1.46,28.5,72,19.03,1
1.29,32.2,63,20.87,1
1.35,31.1,66,21.52,1
1.46,28.1,79,4.28,1
1.13,29.1,79,7.23,1
1.73,35.3,47,17.03,1
1.67,34.1,47,17.48,1
1.58,30.3,70,0.12,1
8.12,31.1,63,21.1,0
1.04,31.9,54,14.23,1
1.31,35.2,53,14.62,1
0.93,35.1,53,12.27,1
1.06,28,84,3.55,1
0.89,30.3,75,9.73,1
1.95,35.2,56,14.22,1
0.54,34.4,63,12.1,1
1.29,36,42,14.47,1
4.89,31.3,63,23.08,0
4.53,29.1,75,5.48,0
0.44,29.2,75,5.85,1
8.04,29.2,75,6.77,0
3.48,30.3,70,7.47,0
2.28,30.3,70,7.65,0
6.9,30.4,70,7.88,0
8.41,33.4,59,10.05,0
1.59,30.1,66,23.13,1
1.12,29.4,66,3.77,1
1.68,29.2,66,3.83,1
1.16,29.2,66,4.05,1
1.46,29.1,66,6.72,1
1.58,30.4,61,9.12,1
1.55,33,59,9.85,1
1.8,34.1,56,11.53,1
1.46,33.3,59,18.9,1
0.96,30.3,66,0.88,1
0.99,30.3,70,1.77,1
1.03,29.3,70,5.12,1
1.51,31.4,63,8.17,1
0.49,33,59,9.9,1
1.58,34.3,56,13,1
0.84,35,53,16.18,1
1.93,34.1,60,17.58,1
1.56,34.4,60,19.15,1
0.65,32.1,63,19.95,1
0.74,32.2,63,20.2,1
1.33,26.2,84,22.5,1
0.9,25,88,5.17,1
1.3,30.1,75,7.85,1
1,33.3,63,10.72,1
1.27,33.5,48,12.08,1
1.53,35.3,47,16.3,1
0.91,31.2,63,22.58,1
0.95,34.4,50,17.38,1
3.83,32.3,59,19.83,0
8.37,32.3,59,19.87,0
7.85,31.1,63,21.37,0
6.96,31.1,63,21.38,0
5.14,32.1,63,13.85,0
1.13,31.1,71,22.08,1
1.96,31.2,63,21.45,1
0.66,35.3,53,14.82,1
0.77,35.3,53,15.03,1
1.52,35.2,53,15.25,1
0.75,29.2,70,23.67,1
0.75,29.2,70,23.73,1
0.57,29.4,75,2.68,1
1.73,30,63,9.35,1
1.37,34.3,56,12.2,1
1.53,32.1,71,13.2,1
1.98,32.3,67,10.27,1
1.5,34.4,60,11.45,1
0.54,29.2,79,16.25,1
0.6,29,79,18.7,1
0.57,35.1,47,18.08,1
0.83,34.3,60,13.48,1
5.53,30.2,70,1.17,0
6.91,30.1,66,3.22,0
7.38,30,66,3.35,0
1.97,32.1,59,19.53,1
1.19,29.4,66,3.72,1
1.75,29.4,66,4.37,1
1.39,29.2,66,4.6,1
1.52,29.3,66,5.5,1
0.85,29.1,66,5.6,1
0.79,35.4,50,12.38,1
1.48,34.2,53,16.9,1
0.85,34.1,53,17.2,1
0.85,31.1,63,22.55,1
1.17,30.3,66,0.85,1
0.61,30.1,66,1.18,1
1.32,30.1,66,3.32,1
0.71,29.1,66,6.13,1
1.39,31.2,63,7.9,1
1.1,34.4,60,17.28,1
0.66,34.2,60,18.65,1
0.7,31.4,66,21.72,1
0.61,31.3,71,22.62,1
1.65,29.3,75,23.48,1
0.67,28.1,79,4.92,1
1.9,30.2,75,7.5,1
0.99,29,67,8.35,1
1.95,32.4,67,9.97,1
0.48,34.1,60,12.02,1
0.75,35.4,47,16.62,1
1.81,35.3,47,16.88,1
1.14,31.1,66,20.73,1
0.99,31.4,63,22.78,1
1.35,30.3,70,23.85,1
1.75,30.3,70,0.02,1
5.62,32.3,59,20.05,0
2.29,31.1,63,20.88,0
0.75,30.3,66,23.55,1
1.5,35.2,53,14.7,1
1.79,35.1,53,12.28,1
0.71,29.1,70,23.38,1
0.84,28.2,84,4.62,1
1.65,28.2,84,5.18,1
1.46,34.2,56,11.37,1
1.05,34.4,56,11.82,1
1.32,30.4,61,11.83,1
1.35,35.1,56,12.3,1
1.27,35.3,56,13.35,1
1.24,30.2,66,5.67,1
0.57,32.3,71,18.73,1
8.3,30.1,66,23.52,0
5.69,30.2,70,1.08,0
3.51,30.3,66,4.88,0
7.28,28.2,72,8.85,0
7.37,28.2,72,8.97,0
1.71,34.4,50,17.57,1
2.14,32.1,59,19.45,0
1.31,30.1,66,23.07,1
1.49,29.3,66,6.52,1
1.97,31.2,66,7.33,1
1.64,28.7,69,8.88,1
1.3,34.1,53,16.3,1
1.52,31.1,63,23.35,1
0.66,30.3,66,0.92,1
1.63,29.1,66,6.12,1
1.49,31.2,63,8.03,1
1.94,33,59,9.7,1
1.47,34.4,56,12.12,1
1.72,33.1,49,14.77,1
1.34,35.1,53,17.2,1
0.7,34.3,60,17.98,1
1.75,29.3,75,23.82,1
1.51,28.1,79,4.88,1
1.07,27.2,78,7.63,1
1.7,30.1,75,7.95,1
1.45,30.1,75,8.02,1
0.62,33.2,63,10.98,1
1.78,33.6,48,13.17,1
1.1,33,59,18.55,1
0.64,31,66,20.97,1
1.2,31.1,66,21.02,1
1.98,34,50,17.92,1
2.15,31.2,63,20.52,0
1.47,35.3,53,14.98,1
1.93,28.3,79,21.73,1
0.64,29.1,70,23.48,1
1.26,29.3,70,0.17,1
1.64,29.4,75,2.62,1
1.24,29.2,75,3.13,1
1.1,28,84,4.23,1
0.4,28.1,84,6.95,1
0.55,30.3,75,10.4,1
0.52,33.4,63,10.62,1
1.3,35.4,56,13.98,1
1.32,35.2,56,14.2,1
1.85,29.2,79,16.12,1
0.48,29.2,75,14.78,1
1.34,31.3,75,19.82,1
6.14,32.2,63,19.63,0
5.89,30.1,66,23.48,0
2.05,35.1,53,13.3,0
0.46,34.2,50,17.82,1
1.41,34.2,50,18.02,1
6.96,34.1,50,18.03,0
1.53,30.3,66,0.05,1
0.42,29.1,66,2.12,1
0.86,33.3,59,10.57,1
0.89,36.1,50,14.12,1
1.81,31.1,63,20.8,1
0.63,30.1,66,3.68,1
0.77,29,66,5.75,1
1.66,29,66,5.85,1
1.69,33.2,59,11.03,1
1.34,35,53,16.1,1
0.76,30,64,17.57,1
1.25,31.4,66,21.75,1
0.94,27.4,89,2.68,1
1.47,28.1,84,5.7,1
0.47,35.3,50,14.53,1
0.92,34.1,47,18.28,1
0.87,31.2,66,21.73,1
1.12,30.3,70,23.8,1
1.69,30.3,70,0.15,1
0.57,33.1,63,16.32,1
1.46,29.3,75,1.2,1
1.88,29.3,75,1.27,1
1.69,28.2,79,1.72,1
0.53,28,79,2.03,1
0.86,28.3,84,3.45,1
1.04,28.1,84,6.87,1
0.99,34.2,56,11.68,1
1.4,32.1,71,12.68,1
1.36,28.1,89,19.78,1
1.12,35.1,56,12.85,1
1.83,35.2,56,13.15,1
1.97,34.3,60,10.57,1
1.95,31.3,75,19.77,1
7.9,29.1,75,5.32,0
5.89,29.1,75,5.63,0
6.57,29.2,75,5.95,0
0.62,29.3,66,1.43,1
1.02,29.1,66,2.08,1
1.02,29.3,66,5.15,1
1.48,29.1,66,5.65,1
0.6,29.1,66,5.67,1
1.43,31.3,66,7.9,1
0.69,31.2,66,8.08,1
1,31.2,66,8.18,1
1.34,36,50,13.57,1
0.76,35.4,50,14.78,1
0.78,34.3,56,17.28,1
0.73,34.3,56,17.85,1
0.44,31.1,63,22.63,1
1.28,31.1,63,23.33,1
1.14,30.4,61,9.05,1
0.72,34.1,56,12.4,1
1.85,35.1,50,14.18,1
1.07,35.1,50,14.3,1
0.55,35.2,53,14.4,1
0.63,32.2,63,20.83,1
0.43,31.1,66,21.35,1
0.72,31.1,66,21.4,1
0.61,27.4,89,2.8,1
1.32,29.1,79,6.9,1
1.09,29.1,79,7.02,1
0.72,30.1,75,8.05,1
0.5,35.1,44,15.3,1
0.93,32,63,19.67,1
0.51,31.2,66,21.93,1
3.8,32.2,59,19.62,0
4.74,32.4,59,20.23,0
0.47,30.2,70,19.38,1
0.85,28.2,79,1.7,1
1.73,34.2,56,11.5,1
0.46,32.2,71,12.32,1
0.63,33.4,67,14.72,1
0.54,32.3,67,10.2,1
0.69,34.4,60,12.13,1
1.07,35.1,56,12.32,1
1.92,35.1,56,12.37,1
0.89,35.3,56,13.8,1
1.88,34.3,63,12,1
1.77,30.2,79,21.3,1
8.29,30,70,0.42,0
6.55,30.2,70,0.92,0
2.16,29.1,75,5.62,0
5.03,29.1,75,5.78,0
1.78,29.1,66,2.3,1
1.76,29.2,66,6.22,1
1.35,33.2,59,9.48,1
0.51,34.3,56,17.3,1
0.86,31.1,63,22.13,1
0.85,31.1,63,22.75,1
1.15,30.3,70,1.6,1
1.54,30.1,66,3.42,1
1.59,31.4,63,7.63,1
1.09,31.4,63,8.63,1
1.48,28.6,70,8.95,1
0.99,33.1,59,10.55,1
0.64,33.2,59,11.22,1
1.35,35.2,53,15.95,1
0.93,35,53,16.68,1
0.53,34.3,60,18.03,1
1.07,28.2,84,3.57,1
1.86,28.1,84,5.68,1
0.69,29.1,79,6.73,1
0.78,33.3,63,10.5,1
1.94,33.3,63,10.63,1
1.11,35.4,47,16.65,1
1.78,33.3,59,18.48,1
0.68,33.2,59,18.82,1
1.4,32.4,63,19.9,1
1.93,32.4,63,20.13,1
6.89,31.1,63,21.55,0
1.37,35.3,53,15,1
0.86,30.3,70,19.62,1
1.78,28,79,22.23,1
1.07,28.2,79,22.78,1
0.71,25.7,89,23.25,1
0.57,29.1,70,23.95,1
0.76,28.2,79,1.78,1
1.83,29.4,75,2.72,1
0.98,28,84,4.12,1
0.95,28.2,84,4.68,1
0.46,28.3,84,5.63,1
1.65,28.1,84,6.88,1
1.44,28.1,84,8.68,1
1.48,28,72,8.93,1
0.78,34.2,56,11.73,1
1.45,34.4,56,11.92,1
0.79,32.1,71,12.67,1
1.97,32.1,71,12.97,1
0.89,32.1,67,9.97,1
1.9,34.1,60,11.77,1
1.92,35.2,56,12.58,1
1.21,35.2,56,13.22,1
1.25,35.3,56,13.77,1
1.52,35.4,56,13.98,1
1.88,29.2,79,15.73,1
0.71,26.5,82,19.13,1
1.07,29.2,79,19.25,1
0.67,34.3,60,10.42,1
1.15,32.1,71,18.95,1
0.87,31.3,75,20.02,1
8,30.1,66,23.53,0
4.32,29.2,75,6.67,0
7.38,30.3,70,8.75,0
8.59,33.4,53,18.95,0
0.41,29.4,66,5.78,1
1.15,29.4,66,5.88,1
1.87,31.2,66,7.47,1
1.81,28.7,69,8.82,1
1.34,33.2,59,9.47,1
1.11,34,56,11.58,1
0.92,36,50,13.3,1
0.4,31.2,59,16.05,1
1.85,31.3,63,22,1
1.54,31.1,63,22.33,1
1.24,31.2,63,23.93,1
0.71,30.3,66,0.8,1
1.89,29.3,70,4.6,1
1.77,29,66,5.6,1
0.83,33.2,59,11.18,1
1.49,34.1,56,12.52,1
1.49,35.4,50,14.02,1
0.47,35,53,16.52,1
1.2,35,53,16.6,1
1.13,35,53,16.67,1
1.9,34.1,60,18.05,1
1.3,28.1,84,3.78,1
1.31,28.3,79,4.77,1
0.78,28.2,79,5.1,1
1.81,34.4,60,11.4,1
1.57,34.2,60,13.25,1
1.23,35,50,15.17,1
0.97,35.3,47,16.93,1
0.68,31.1,66,21.05,1
0.53,36.2,50,13.67,1
1.37,36.2,50,13.73,1
1.41,36.2,50,13.75,1
1.65,30.2,70,19.4,1
1.46,26.6,83,19.83,1
0.62,29.2,75,0.38,1
1.48,29.3,75,0.97,1
1.36,28.4,84,3.87,1
1.84,28,84,4.18,1
1.75,28.1,84,6.97,1
1.42,32.1,71,13.22,1
1.75,35.3,56,13.52,1
1.18,29.2,79,15.78,1
1.17,29,66,4.27,1
0.75,32.3,71,18.72,1
0.63,30.2,79,21.27,1
3.09,29.2,75,6.62,0
5.18,30.3,70,8.8,0
7.7,33.4,59,9.57,0
5.67,33.4,59,9.7,0
1.34,29.4,66,4.85,1
0.99,29.4,66,4.88,1
0.57,31.4,66,7.62,1
1.25,30.4,61,9.22,1
1.85,33.2,59,9.77,1
0.88,33,59,9.97,1
0.78,35.1,50,13.05,1
1.74,34.3,56,17.78,1
0.96,30.3,66,3.12,1
0.85,30.3,66,3.15,1
1.93,29.1,66,6.02,1
1.94,29.1,66,6.08,1
1.11,31.2,63,7.28,1
1.17,33.2,59,10.1,1
1.98,35.4,50,13.95,1
1.96,35.1,53,15.48,1
1.81,34.4,60,19.17,1
1.63,31.3,71,22.67,1
1.81,28,84,5.3,1
1.95,29.1,79,6.63,1
1.69,32.2,67,9.65,1
1.65,32.4,67,9.85,1
1.71,33.3,63,10.67,1
1.57,33.2,63,11.22,1
1.36,34.2,53,13.78,1
1.55,35.3,47,17.22,1
1.04,34.2,47,17.63,1
1.87,31.1,66,21.37,1
1.88,31.1,63,22.37,1
0.93,30.1,70,23.38,1
1.75,34,50,18,1
6.04,31.1,63,21.23,0
1.21,35.1,53,12.32,1
0.7,32.1,71,15.48,1
0.44,30.2,70,19.35,1
1.41,29.1,70,23.83,1
1.33,28.4,84,4.32,1
0.65,30.3,75,10.38,1
1.75,34.4,63,13.77,1
1.07,34.4,60,11.33,1
1.76,35.3,56,13.7,1
1.5,34.3,60,10.67,1
1.67,34.4,60,11.18,1
0.8,34.2,63,11.47,1
1.42,29.1,75,14.77,1
0.42,30.5,60,16.67,1
1.59,30,79,22.3,1
0.75,30,62,9.25,1
5.7,35,53,13.97,0
7.74,35.1,50,16.17,0
1.56,29.1,66,2.27,1
1.83,29.2,66,4.62,1
0.64,29.4,66,5.98,1
1.34,33.1,59,10.37,1
0.94,35,50,12.63,1
1.04,33.4,59,18.37,1
1.37,31,63,23.07,1
0.77,31.1,63,23.42,1
0.91,30,66,3.95,1
1.99,30.2,66,4.12,1
1.29,29.1,66,6.22,1
1.85,33.2,59,10.97,1
0.46,34,56,11.62,1
0.69,34.4,56,12.03,1
0.79,35.1,53,15.43,1
0.84,35,53,16.13,1
1.25,34.4,60,19.08,1
1.83,32.1,63,19.78,1
0.66,32.2,63,20.03,1
1.99,26.2,84,22.52,1
1.59,31.3,71,22.68,1
1.64,28.4,79,0.9,1
1.14,27.4,89,2.75,1
1.88,30.1,75,8.18,1
0.72,32.3,67,9.38,1
0.87,32,52,10.57,1
0.54,34.4,60,11.5,1
1.36,35.2,50,14.27,1
1.53,35.3,47,16.97,1
1.56,35.3,47,17.23,1
1.52,34.2,47,17.62,1
1.93,33.2,59,18.9,1
1.69,30.3,70,0.03,1
8.1,31.1,63,21.85,0
0.94,30.1,66,23.83,1
0.49,36.1,47,15.28,1
1.73,35.1,53,12.42,1
1.48,35.1,53,12.53,1
0.72,28.2,89,20.32,1
0.51,28,79,22.35,1
